source,confidence,target,sign
NFKB,A,HSPA1A,1
NR1H4,A,MCL1,1
STAT3,A,TERF1,1
ZFP42,A,LIN28A,1
RUNX3,A,CCND1,-1
CEBPG,A,INS,1
MLXIP,A,CD28,1
ZBED6,A,ZC3H11A,-1
ZBED6,A,INS,-1
SOX4,A,CALD1,1
NR4A1,A,CCND1,-1
NR4A1,A,PCNA,-1
EGR1,A,ACVR1,1
EGR2,A,ACVR1,1
HEY1,A,ACVR1,-1
ZBTB7A,A,ACVR1,-1
FOXO3,A,CAV1,1
PAX6,A,PCSK2,-1
CREM,A,CD8B,-1
MYB,A,FOXJ1,1
ARNTL,A,ADCY1,1
NPAS2,A,ADCY1,1
NR5A2,A,PSEN2,1
NR5A2,A,TFF1,1
ESR1,A,AQP1,1
NR5A2,A,AQP1,1
GATA1,A,MIR27A,1
STAT1,A,LCN2,1
SALL4,A,HOXA9,1
TP53,A,PER2,1
TP53,A,SLC5A5,1
TP73,A,SLC5A5,1
PBX1,A,INPPL1,1
PKNOX1,A,INPPL1,1
PREB,A,INPPL1,1
SP1,A,THBS1,1
KMT2A,A,RELA,1
NFKB,A,KMT2A,1
RELA,A,KMT2A,1
EZH2,A,KIAA0101,-1
DNMT1,A,MX2,-1
SP1,A,C4B,1
SP1,A,MX2,1
SP1,A,SH3PXD2A,1
RUNX1,A,PRKACA,1
GLI1,A,SOCS1,1
GLI2,A,SOCS1,1
NFKB1,A,MIR155HG,1
RELA,A,MIR155HG,1
KLF5,A,MYOCD,-1
NR1I2,A,MYOCD,1
KLF11,A,PAEP,-1
SP1,A,PAEP,1
SNAI1,A,SCARA5,1
NFE2L2,A,DLL4,-1
EPAS1,A,AKT1,1
EPAS1,A,PIK3R1,1
NFE2L2,A,AKT1,1
NFE2L2,A,KDR,1
NR3C1,A,LRRK2,1
ETS1,A,CD44,1
CREB1,A,MSTN,1
RELA,A,TRIM63,1
FOXO1,A,FSHB,-1
DNMT1,A,CRH,-1
PAX6,A,SHH,-1
STAT3,A,MIF,1
HIC1,A,IL6,-1
CEBPB,A,TLR9,1
TBX15,A,ESR2,1
MLXIP,A,SOD2,1
ELF4,A,SOD2,1
ELF4,A,NFKB1,1
FOXO3,A,NFKB1,1
EBF1,A,FOXO1,-1
EBF1,A,GFI1B,1
ATF2,A,MAPK9,1
ATF2,A,PSMC6,1
FOS,A,PSMC6,1
JUN,A,PSMC6,1
E2F7,A,CCBE1,1
E2F7,A,FLT4,-1
ETS2,A,UCA1,1
KLF11,A,COL1A2,-1
KLF11,A,MT-ND1,-1
RNF2,A,SCNN1A,-1
GATA3,A,BIRC5,1
RXRA,A,BCO1,1
KCNIP3,A,PLK4,-1
E2F4,A,PLK4,-1
IRF4,A,KAT2B,1
MAZ,A,TERT,1
NFE2L2,A,FABP4,1
FOXN1,A,INS,1
FOXN1,A,PRL,1
KAT5,A,PRL,1
E2F1,A,PLK1,1
TFCP2,A,POMC,1
MEF2D,A,KDM1A,1
TBPL1,A,TAF7,1
TBPL1,A,TAF7L,1
ESRRG,A,GATA4,1
ZNF143,A,CHMP4A,1
ZNF143,A,POLR2A,1
TBX3,A,MIR137,-1
ZNF395,A,IFIT1,1
GLI2,A,TERT,1
BRIP1,A,CHL1,1
SPI1,A,CHL1,1
ZNF699,A,CHL1,-1
ZNF699,A,DDX11,-1
ESR1,A,UBE2I,1
FIGLA,A,MIR212,1
NFATC1,A,UTRN,1
KLF4,A,SLC4A7,1
SP1,A,SLC4A7,-1
EGR1,A,SUMO1,1
ARNTL,A,MTA1,1
CLOCK,A,MTA1,1
MTA1,A,ARNTL,-1
MTA1,A,CLOCK,-1
MTA1,A,CRY1,-1
ARNTL,A,SIRT1,1
HOXA10,A,FGF2,1
HOXA9,A,FGF2,1
KMT2A,A,FGF2,1
SMAD7,A,MAPK1,1
NR2C1,A,TRIM28,-1
NR2C2,A,TRIM28,1
FOXA2,A,FGL1,1
HIF1A,A,GPR35,1
KAT7,A,COMT,1
SPI1,A,COMT,1
STAT1,A,KDM6B,1
STAT3,A,KDM6B,1
MLXIP,A,HMGB3,1
REST,A,HMGB3,-1
HNF1A,A,ACE2,1
BHLHE40,A,RBMS1,-1
HIF1A,A,RBMS1,1
ESR2,A,ABCG2,1
CREB1,A,RGS2,1
CREB1,A,SIK1,1
SP7,A,KDM6B,1
SP7,A,KRT27,1
MYC,A,POLR3GL,1
MLXIP,A,LRP6,1
FOXN1,A,AKT1,1
NFKB,A,NOTCH1,1
RBPJ,A,AKT1,1
NFKB1,A,ADGRG3,1
RELA,A,ADGRG3,1
GTF2IRD1,A,SIRT7,1
SHOX,A,PAX6,1
ZBTB16,A,FGFR3,-1
EZH2,A,KITLG,-1
TP63,A,BAX,1
AR,A,ESR1,1
AR,A,RORA,1
ESR1,A,RORA,1
RORA,A,ESR1,1
RORA,A,SUMO1,1
PRDM1,A,CD27,-1
PRDM1,A,IL2RA,-1
MLXIP,A,MTPN,1
MLXIP,A,PDK1,1
MTA1,A,FASLG,-1
HNF1A,A,SLC6A19,1
HNF4A,A,SLC6A19,1
SOX9,A,SLC6A19,-1
PPARA,A,ABCB5,1
PPARA,A,ABCB1,1
JUN,A,GFAP,1
GATA3,A,TGFBR3,1
KLF5,A,EGF,1
PDX1,A,CSNK2A2,1
ZNF236,A,CSNK2A2,1
ZNF236,A,PDX1,1
SMAD1,A,KRT14,1
T,A,DUSP1,1
ATF1,A,DUSP1,1
RELA,A,TP53BP2,1
TP63,A,TP53BP2,1
HSF1,A,JUN,1
SPI1,A,AHR,1
ESR1,A,SIK2,1
ESR1,A,VCP,1
AR,A,PRKAA1,1
SP1,A,CDH11,1
ZEB2,A,CDH11,1
RARA,A,ALOX5,1
NFKB,A,ACTB,1
FOXO3,A,MAPK8,1
AP1,A,PRKDC,1
RUNX2,A,HBEGF,-1
ARID3B,A,EZH2,1
ARID3B,A,MIR208B,1
ARID3B,A,RNH1,1
EZH2,A,MYH14,-1
EZH2,A,SLC3A2,-1
HES1,A,PADI4,-1
NFKB,A,PADI4,-1
NFKB1,A,PADI4,-1
RELA,A,PADI4,1
FOXM1,A,NBN,1
TP53,A,OTUD5,1
NFKB,A,TWSG1,1
IRF9,A,MYOCD,1
ATF2,A,SOX9,1
NR2C2,A,ADAMTS5,1
SPI1,A,ADAMTS5,1
SPI1,A,COL2A1,1
TCF3,A,ADAMTS5,1
ZFHX2,A,TFAP2A,1
CREB1,A,PRSS12,1
RUNX1,A,IL22,1
TBX21,A,TH,1
AHR,A,CTSG,1
AHR,A,LHB,1
TP63,A,IGFBP7,1
NFKB,A,MSTN,1
RELA,A,MSTN,1
RFX1,A,SPATA4,1
CREB1,A,NEDD4L,1
HNRNPK,A,CDH2,1
TFCP2,A,MET,1
MYB,A,STS,1
ZNF219,A,ASIP,1
STAT5A,A,DPF3,1
STAT5B,A,DPF3,1
DPF3,A,DPF3,1
FOXP3,A,MMP9,-1
FOXP3,A,VEGFA,1
FOXI3,A,RPL26,1
ERF,A,TRIM62,-1
HNF4A,A,SLC2A2,1
TP53,A,PSME3,1
SMAD3,A,PSME3,1
SP7,A,SPP1,1
NR2C1,A,TWSG1,-1
RORA,A,TWSG1,1
RORA,A,ROR2,1
RORA,A,WNT5A,1
STAT3,A,HAVCR1,1
ESR1,A,MRPL41,1
ESR1,A,MTO1,1
ZNF296,A,LEFTY1,1
NEUROG3,A,CCND1,-1
TP53,A,NEK2,-1
EBF1,A,TNF,1
PPARA,A,ADSS,1
PPARG,A,ADSS,1
PPARG,A,PRPS1,1
YBX1,A,CDKN2A,-1
HSF1,A,ABCB6,1
GLI1,A,MLH1,-1
GLI2,A,MLH1,-1
GLI1,A,BHLHE41,1
GLI2,A,BHLHE41,1
OSR1,A,SOX9,-1
GATA3,A,CDKN2C,1
CTCF,A,SMC3,-1
SNAI1,A,TNF,1
SNAI1,A,WNT2,1
E2F1,A,ERICD,1
E2F3,A,ERICD,-1
AR,A,KRAS,1
ESR1,A,KRAS,1
AP1,A,CFH,1
MYOD1,A,MVP,1
USF1,A,MVP,1
SFPQ,A,ADARB2,-1
KLF9,A,PDCD5,1
PAX9,A,SHH,1
PAX9,A,FGF10,1
PAX9,A,MSX1,1
MSX1,A,S100A4,-1
MYB,A,S100A4,1
TFAP2A,A,S100A4,1
HNF4A,A,ZMIZ2,1
AR,A,SMYD3,1
ID1,A,SKP2,-1
IRF3,A,DDX3X,1
ZNF16,A,KIT,1
ZNF266,A,KIT,1
TP53,A,TRIM22,1
SNAI1,A,ZNF281,1
TP53,A,BCL3,-1
AHR,A,JUN,1
AHR,A,SRSF3,1
AHR,A,TERT,1
TP53,A,COL2A1,1
TWIST2,A,CD24,-1
BCL11A,A,CDKN2B,-1
NACC1,A,FOXQ1,-1
HES1,A,NEFL,-1
HNF1B,A,FXYD2,1
VDR,A,HAMP,1
IRF4,A,CAMK4,1
IRF4,A,CIITA,1
MBD2,A,MIR496,1
MLXIP,A,MIR496,1
HOXD1,A,MLH1,1
HOXD1,A,SOCS1,1
TWIST1,A,FOXM1,1
KLF7,A,FBXO38,1
KLF7,A,KLF7,1
SOX2,A,MTOR,-1
MIER1,A,APOF,-1
NR1H4,A,APOF,1
EZH2,A,PAX3,-1
EGR1,A,RRM2B,-1
HNF4A,A,CTNNB1,1
MYCN,A,TGFBR3,-1
ZNF699,A,SYNJ1,-1
ATF5,A,CEBPB,1
ATF5,A,EBP,1
ATF5,A,EYA1,1
CEBPB,A,ATF5,1
ATF5,A,CEBPA,1
ZEB1,A,ESRP1,-1
ZEB1,A,RAB25,-1
ZEB1,A,ST14,-1
MLXIP,A,AXL,1
STAT1,A,AKT1,1
STAT1,A,MAPK1,1
STAT1,A,PIK3R1,1
STAT5A,A,PIK3R1,1
AR,A,CAV1,1
SP1,A,CPOX,1
SP3,A,CPOX,-1
NR4A3,A,ATP1A3,1
SP1,A,ATP1A1,1
SP1,A,ATP1A3,1
SP1,A,NR4A3,1
SP3,A,ATP1A1,-1
SP3,A,ATP1A3,1
SP3,A,NR4A3,-1
SP4,A,ATP1A1,1
SP4,A,ATP1A3,1
SP4,A,ATP1B1,1
SPI1,A,ATP1A3,1
SPI1,A,NR4A3,1
SPI1,A,SP3,1
KLF17,A,TWIST1,-1
CEBPD,A,KLF9,1
KLF9,A,CEBPB,1
IRF1,A,CTLA4,1
IRF1,A,BIRC5,1
CEBPG,A,ADAMTS4,1
TP63,A,IL7,1
RORA,A,CYP8B1,1
HIF1A,A,MAPK14,1
HIF1A,A,PI3,1
NR2F1,A,TH,-1
NANOG,A,TGFB1,-1
WT1,A,AKT1,1
NR1H3,A,TTPA,1
SMAD4,A,FSCN1,1
ATOH8,A,HAMP,1
VDR,A,HNF4A,1
CDX2,A,UGT1A10,1
HNF1A,A,UGT1A10,1
RCOR2,A,APC,-1
RCOR2,A,CTNNA1,-1
STAT1,A,PPARA,1
STAT3,A,PPARA,1
SP1,A,CHD5,1
TFAP2A,A,CHD5,1
NFKB,A,HSD11B1,1
RELA,A,HSD11B1,1
AR,A,TBL1XR1,1
HOXA2,A,HOXA2,1
KMT2A,A,ANKRD2,1
KMT2A,A,ASAH1,1
KMT2A,A,KRT16,1
TCF3,A,ANKRD2,1
ELK1,A,AGTR1,1
LBX1,A,BRAF,1
MEIS1,A,FOXN4,1
ZBTB7B,A,HLA-E,-1
TBX20,A,PPARG,1
TBX20,A,TBX20,1
CEBPB,A,IGFBP1,1
PBX1,A,SOD2,1
SPI1,A,RUNX3,1
NRF1,A,EIF2S1,1
NRF1,A,EIF2S2,1
NKX3-1,A,PRSS50,-1
PITX2,A,FGF16,1
FOXO1,A,HMOX1,1
IRF3,A,CXCL10,1
FOXO3,A,SEPP1,1
WT1,A,CDC73,-1
MITF,A,CSF1,1
KAT6A,A,BRPF1,1
NCOA2,A,BRPF1,1
ELF4,A,IL17A,1
SMAD7,A,SKP2,1
SATB1,A,SATB1,-1
TP53,A,SATB1,1
ETV4,A,PTK2,1
RELA,A,PPP1R3A,1
NCOR1,A,PPP1R3A,-1
NR1I3,A,SLC51B,1
RARA,A,SLC51B,1
KMT2A,A,CHD8,1
HES1,A,ALDH2,-1
HES1,A,CD44,-1
GATA6,A,FGF5,1
CREBZF,A,ACACA,-1
CREBZF,A,SREBF1,1
MITF,A,IFNG,1
DDIT3,A,CASP3,1
DDIT3,A,CASP9,1
ZBTB33,A,CDKN1B,-1
ATF2,A,YTHDC2,1
FOXD3,A,NDRG1,1
MLXIP,A,KDR,1
MLXIP,A,RYK,1
NFKB1,A,KDR,1
NFKB1,A,RYK,1
E2F1,A,ABCG2,1
ARID5B,A,PHF2,1
ESR1,A,SREBF1,-1
ESR1,A,NR1H3,1
NR1H3,A,ESR1,1
MLXIP,A,ITGB1,1
STAT5A,A,KRT4,1
STAT5A,A,ME3,1
MEF2D,A,CDKN1A,1
TP53,A,AQP9,1
TP53,A,GOT1,1
DLX4,A,KRT5,1
GRHL3,A,KRT5,1
CEBPB,A,TGFBR2,1
CEBPA,A,TGFBR2,-1
FOXD1,A,DCN,-1
SPI1,A,MGMT,1
STAT1,A,SLPI,1
DDIT3,A,MMP2,1
MYC,A,SMARCA1,1
MYC,A,SMARCA4,1
NFKB,A,USP24,1
STAT3,A,CCND2,1
E2F1,A,ITGA10,-1
E2F3,A,ITGA10,1
FOXO1,A,RETN,1
NR1H4,A,RECK,1
NPAS4,A,NPAS4,1
ARID1A,A,TNFRSF11A,1
ARID1A,A,CDH1,1
SMARCA1,A,CDH1,1
ZNF699,A,CDH1,-1
ZNF699,A,DNAJB1,-1
TBX1,A,T,1
MLXIP,A,MIR185,1
SREBF1,A,MIR185,1
NFKB1,A,CDK4,1
NFKBID,A,CDK4,1
CREM,A,CD8A,-1
APEX1,A,GHRHR,1
CREB1,A,FOXP3,1
GATA3,A,NOTCH1,1
SP1,A,NOTCH1,1
NONO,A,RHO,1
NFKB,A,AHR,1
NFYA,A,NFYA,1
ESR1,A,PLAC1,1
NCOA3,A,PLAC1,1
NCOA2,A,PLAC1,1
NCOA1,A,PLAC1,1
NR2C1,A,TOB1,-1
RORC,A,TOB1,1
NR1D1,A,CCL2,-1
NFE2L2,A,BCL2L11,1
NR1D1,A,PCK1,-1
NR1D1,A,G6PC,-1
SP1,A,MRGPRF,1
HSF1,A,HBG1,1
AR,A,NR3C1,-1
SP1,A,EPHX1,1
SP3,A,EPHX1,-1
SP3,A,ACHE,-1
FOXP3,A,IL10,-1
AHR,A,IL10,1
RELB,A,TRAF3,1
RELB,A,BECN1,1
CUX1,A,PIK3IP1,-1
DNMT3B,A,RBL2,1
NANOG,A,AHR,-1
POU5F1,A,AHR,-1
SOX2,A,AHR,-1
MLXIP,A,JMJD1C,1
NR0B2,A,CYP2D6,-1
ID2,A,PER1,-1
SREBF2,A,FGF19,-1
NR1H4,A,GSTK1,1
NR1H4,A,HPGDS,1
CTCF,A,RUNX1,-1
NR5A1,A,FDXR,1
IRF4,A,NOTCH2,1
SMAD3,A,ANGPTL4,1
ID4,A,TP53,-1
ID4,A,CREBBP,-1
HMGA2,A,SOX2,1
MITF,A,PRKACA,1
CLOCK,A,ICAM1,1
CLOCK,A,VCAM1,1
NR1H3,A,SULT1C2,1
VDR,A,SULT1C2,1
NR1H2,A,SULT1C4,1
NR1H3,A,SULT1C4,1
NR1H4,A,SULT1C4,1
NR1I2,A,AHR,1
NCOR1,A,ULK3,-1
E2F1,A,SNORD79,1
TFDP1,A,CCNA2,1
TP53,A,WEE1,1
PATZ1,A,BAX,-1
PATZ1,A,STK36,-1
PATZ1,A,TP53,-1
JUN,A,HBA1,1
NFIL3,A,CD86,-1
NFIL3,A,IL33,-1
CREB1,A,CD59,1
NFKB,A,CD59,1
EOMES,A,NOTCH1,1
FOXO3,A,SIRT3,1
POU4F1,A,PRND,1
SP1,A,PRND,1
SP3,A,PRND,-1
USF1,A,PRND,1
CEBPB,A,MCAT,1
AP1,A,SPHK1,1
FOS,A,SPHK1,1
JUN,A,SPHK1,1
NFKB,A,PDCD5,1
RELA,A,PDCD5,1
NR0B2,A,PDCD5,-1
CEBPB,A,SRY,1
HNF4A,A,FST,1
LEF1,A,FST,1
ESR1,A,RELN,1
CEBPB,A,FTO,1
STAT3,A,FTO,1
MAF,A,CARD11,1
RARA,A,CRH,1
AP1,A,HNRNPC,1
AP1,A,IFNE,1
CDX2,A,IFNE,1
ETS2,A,HNRNPC,1
ETS2,A,IFNE,1
JUN,A,HNRNPC,1
JUN,A,IFNE,1
NONO,A,NONO,1
HIF1A,A,BAX,1
HIF1A,A,ZNF667,1
ZNF667,A,BAX,-1
HIF1A,A,NMBR,1
MYC,A,CASP1,1
MYC,A,LRP6,1
CEBPB,A,PTGS1,1
EPAS1,A,CYP51A1,-1
SREBF2,A,CYP51A1,1
FOXO4,A,CYP51A1,1
CNBP,A,CYP51A1,-1
TP53,A,RBM24,1
KLF15,A,FAM132A,1
KLF9,A,FAM132A,1
CREB3L3,A,HAMP,1
HSF1,A,HYPK,1
ETS2,A,MIR155,1
IRF4,A,ITGAM,1
SSRP1,A,GAST,1
NR0B2,A,VDR,-1
POU2F1,A,HMGA1,1
POU2F2,A,HMGA1,1
TCF3,A,YAP1,-1
BCL11A,A,BCL2,-1
ZEB1,A,BMI1,1
ATF4,A,CYP2E1,1
CREB1,A,CYP2E1,1
ESR1,A,THBS2,1
HSF1,A,VAMP2,1
STAT3,A,S100A11,1
KDM5A,A,TNFRSF11A,1
TP53,A,AREG,1
NR0B2,A,EID1,-1
ATF5,A,IL1B,1
ATF5,A,KIR3DL1,1
ATF5,A,LRP6,1
ATF5,A,SAA2,1
TCF3,A,SAA2,1
ATF5,A,SAA1,1
AHR,A,CCND1,1
NFE2L2,A,SLC15A1,1
LBX1,A,NRL,1
ZBTB48,A,CDKN2A,1
ESR2,A,HSF1,1
ESR2,A,HSP90AB1,1
HSF1,A,ERBB2,1
ARNTL,A,CIART,1
CLOCK,A,CIART,1
NFKB,A,IFNL2,1
NFKB,A,IFNL3,1
HOXD10,A,IGFBP3,1
CREB1,A,PEBP1,1
SP1,A,PEBP1,1
POU5F1,A,MMP2,1
CREBZF,A,BGLAP,1
HOXB13,A,MECP2,1
HOXB13,A,RFX6,1
MEF2D,A,GADD45A,1
MEF2D,A,GADD45B,1
RELA,A,LCN2,1
TAF1,A,CIITA,1
EGR1,A,SGSM3,1
NFIB,A,MAPK1,1
NFIB,A,SGSM3,1
MITF,A,EPCAM,1
SP3,A,UCP3,-1
PPARG,A,UCP3,1
SP1,A,UCP3,1
FOXA3,A,IKBKE,1
TBX3,A,CSF1,-1
TBX3,A,JDP2,1
STAT5A,A,CSF3,1
STAT5A,A,LEF1,-1
FOXN1,A,PRDM5,1
GATA3,A,TNF,1
BACH1,A,PEBP1,-1
EZH2,A,BACH1,-1
TCF4,A,CDKN1C,1
FERD3L,A,FOXA2,-1
MXI1,A,MXI1,-1
MYCN,A,MXI1,-1
BHLHE40,A,TP73,-1
TP53,A,LRRC4,1
MLXIP,A,BRD7,1
NFYA,A,PLK1,-1
SOX17,A,CSNK1A1,-1
SOX17,A,FN1,-1
SOX17,A,MACC1,-1
SOX17,A,MALAT1,-1
SOX17,A,NFAT5,-1
SOX17,A,SERBP1,-1
SRY,A,CSNK1A1,1
SRY,A,FN1,1
SRY,A,MACC1,1
SRY,A,MALAT1,-1
SRY,A,NFAT5,1
SRY,A,SERBP1,1
NR4A3,A,CYBB,1
HOXA10,A,CYP2E1,1
IFI16,A,ESR1,1
IFI16,A,MTA1,1
NFKB,A,PDCD4,1
RELA,A,PDCD4,1
NFATC1,A,ITPR2,1
CDX1,A,HDC,1
NR0B2,A,HDC,-1
GATA6,A,SHH,1
TCF20,A,SQSTM1,1
SP1,A,UCP2,1
USF1,A,UCP2,1
MITF,A,ZC3H12A,1
SHOX,A,DUSP1,1
ATF4,A,GPT2,1
MYCN,A,GRHL1,-1
ATF3,A,CCL2,1
DNMT3B,A,DNMT1,1
NR2F2,A,PTGS2,-1
NR2F2,A,TNF,1
GATA2,A,AR,1
CREB3L3,A,FGF21,1
MTA1,A,CDH1,-1
SNAI1,A,MTA1,1
MITF,A,CCL2,1
HSF1,A,SLC26A4,1
STAT6,A,GAST,1
STAT6,A,NOTCH4,1
AHR,A,CDKN1A,1
STAT5A,A,CPD,1
AR,A,CPD,1
PBX1,A,CPD,1
PBX1,A,GAST,1
STAT5A,A,GAST,1
SP1,A,KCNQ5,1
SMAD7,A,SMURF1,1
SMAD3,A,TRIM63,1
PITX2,A,ARAP1,1
PAX4,A,ARAP1,-1
PAX6,A,ARAP1,-1
KLF5,A,REG1A,1
JUN,A,ARG1,1
ZFHX4,A,ARNTL,-1
ZFHX4,A,CHD4,-1
CEBPB,A,CHKA,1
MYC,A,RNF31,1
TFCP2,A,SLC2A3,1
PURA,A,ACTA2,1
MYC,A,RUNX3,1
RUNX3,A,AXIN2,1
TP53,A,MIR22,1
ESR1,A,IL37,1
ESR1,A,TRIM21,1
TFAP2A,A,HIF1A,1
EGR1,A,SIVA1,1
HIF1A,A,CARM1,1
HIF1A,A,PRMT1,1
SP1,A,PPARA,1
E2F1,A,HMGN1,1
E2F1,A,HMGN2,1
E2F1,A,UHRF1,1
IRF5,A,IL10,-1
STAT3,A,LGR4,1
BCL3,A,NFKB1,-1
NR1I2,A,CYP1A2,1
NR1I3,A,APP,1
TBP,A,MANF,1
NFE2L2,A,SLC31A1,1
NRF1,A,SLC31A1,1
NFE2L2,A,MT1A,1
TFAP2D,A,ST8SIA2,1
TFAP2D,A,ST8SIA4,1
NR1H4,A,AQP2,1
CREB1,A,FGF8,1
EPAS1,A,TAGLN,1
SMARCA1,A,CHD1,1
SMARCA1,A,INO80,1
SMARCA5,A,CHD1,1
SMARCA5,A,INO80,1
SMARCA5,A,SMARCA1,1
E2F1,A,DSCC1,1
LMO2,A,HHEX,1
ESRRG,A,CREB3L3,1
ESRRG,A,CRP,1
NRF1,A,AR,1
RELA,A,AR,-1
YY1,A,SLC1A3,-1
LMO2,A,HBG1,1
KLF4,A,SELE,-1
KLF4,A,VCAM1,-1
ATF3,A,CXCL1,-1
MITF,A,PTGS2,1
CEBPB,A,DPP3,1
NFKB,A,MAML1,1
DNMT1,A,RGS10,-1
SOX2,A,BMP4,1
FOXO1,A,FASN,1
MYC,A,EBNA1BP2,1
KDM5B,A,MYC,-1
KDM5B,A,KDM5B,-1
MYCN,A,KDM5B,-1
SP1,A,KDM5B,1
SPI1,A,MYF5,1
SPI1,A,MYOD1,1
KDM2A,A,CDK6,-1
GTF3A,A,BTK,1
GTF3A,A,ERVK-11,1
ESR1,A,SMURF2,1
ZFX,A,NOTCH1,1
NHLH2,A,LEP,1
CREB1,A,GAL,1
SP1,A,GAL,1
USF1,A,TNFAIP3,1
SOX2,A,LEF1,-1
LEF1,A,SOX2,-1
SPI1,A,DCN,1
BCL6,A,IFNA1,-1
DNMT3A,A,EPCAM,-1
HIF1A,A,NFE2L2,1
NFE2L2,A,HIF1A,1
STAT3,A,CLU,1
NR3C2,A,FKBP5,1
NR3C2,A,SGK1,1
NFKB,A,EIF5A,1
TCF3,A,GHRHR,1
TRPS1,A,ABCB1,-1
TP53,A,EHMT2,1
ESR1,A,SULT2A1,1
ESR1,A,IBSP,1
PITX2,A,JAZF1,1
NFKBIA,A,TNFAIP3,1
NR3C1,A,IL1B,-1
HSF1,A,SPI1,1
KLF17,A,PARK7,-1
CXXC1,A,POMC,1
SFPQ,A,CXCL8,-1
YY1,A,BIRC5,-1
HNRNPK,A,MYC,1
ESR1,A,TLR2,1
CUX2,A,DLL1,-1
MLXIP,A,KRT14,1
MLXIP,A,L1CAM,1
KAT7,A,ASAH1,1
JUN,A,ANKRD1,1
MLXIP,A,MEG3,1
DNMT1,A,MEG3,-1
CEBPA,A,TRIB2,-1
E2F1,A,TRIB2,1
EZH2,A,NOTCH1,-1
DNMT1,A,PLA2G2A,-1
KAT5,A,PLA2G6,1
MAFB,A,MAFA,1
ARNTL2,A,IL21,1
TEAD4,A,S1PR1,1
MLXIP,A,PIK3CA,1
STAT1,A,RELA,1
FOXP3,A,HLA-E,1
SOX2,A,HHAT,1
DNMT3A,A,KEAP1,-1
DNMT3B,A,KEAP1,1
TET1,A,KEAP1,1
NFKB1,A,MCL1,1
FOXA1,A,CD274,1
RFX1,A,ADGRG1,1
CTCF,A,WT1,-1
MYB,A,HRH1,1
NR3C1,A,HRH1,1
STAT5A,A,HRH1,1
POU4F3,A,MYO6,1
RELA,A,MIR145,1
PITX2,A,TLX1,1
TLX1,A,MEIS1,-1
BHLHA15,A,APOE,-1
BHLHA15,A,FGF21,-1
ZNF148,A,SPI1,-1
ATF3,A,BECN1,-1
HNF4A,A,VNN1,1
CNOT3,A,TNFRSF11A,-1
ESR2,A,IQGAP1,1
BCL6,A,IL21,-1
BCL6,A,IL9,1
THAP9,A,IL21,1
BCL6,A,IL2,-1
STAT3,A,PRKCB,1
AHR,A,IL23A,1
KDM2A,A,CD44,-1
NFIB,A,EZH2,-1
ATF3,A,NFKB2,-1
HOPX,A,HSP90AB1,-1
ARNT,A,SDC4,1
HIF1A,A,SDC4,1
ZNF384,A,SDC4,1
SRY,A,SDC4,1
DMAP1,A,CDKN1A,1
AP1,A,NOX4,1
NKX3-1,A,XRCC6,-1
SP1,A,PC,1
TP53,A,SETDB1,1
NFKB,A,RSF1,1
NFKB,A,HGF,1
ATF6,A,DMP1,1
ATF6,A,DSPP,1
ID2,A,ERVW-4,-1
EGR2,A,EPHA4,1
SP1,A,GRIA1,1
SP3,A,GRIA1,1
SP3,A,GRIA2,-1
SP4,A,GRIA1,1
SP4,A,GRIA2,1
ETS1,A,FLVCR1,1
EPAS1,A,FLVCR1,1
EPAS1,A,ASIP,1
LEF1,A,CYLD,-1
PAX3,A,GSK3B,1
RELA,A,TRAF6,1
CEBPA,A,GNAI2,1
CEBPB,A,GNAI2,1
CEBPG,A,GNAI2,1
CEBPG,A,SP1,1
SP1,A,GNAI2,1
ETS1,A,MIR31,-1
KDM5B,A,MIR31,-1
MBD2,A,MIR31,1
RORA,A,INS,1
ETV2,A,SPI1,1
FOXM1,A,CDC6,1
NR2C2,A,ATM,1
TP53,A,PIAS3,-1
KLF5,A,HK1,1
KLF5,A,HK3,1
JUN,A,MAPK12,1
CREB1,A,GEM,1
RUNX1,A,LAT2,-1
STAT5A,A,FOSL2,1
NEUROD4,A,FGFR1,1
NEUROD4,A,KRT9,1
NEUROD4,A,ME3,1
ZNF699,A,FGFR1,-1
PRDM1,A,SNCA,-1
CREB1,A,DYRK1B,1
CNBP,A,HNRNPK,-1
HNRNPK,A,CNBP,1
HNRNPK,A,HNRNPK,1
MYC,A,IGKV2D-36,1
TRPS1,A,VEGFA,1
TRPS1,A,PECAM1,-1
HIF1A,A,FSCN1,1
TP53,A,MAPK13,1
EGR1,A,SPTBN1,1
TFAM,A,NOS2,1
TFAM,A,HSPA4,1
TFDP2,A,TFDP2,1
SOX5,A,TWIST1,1
SOX5,A,CDH1,-1
SOX5,A,CDH2,1
SOX5,A,FN1,1
SOX10,A,MIA,1
CTCF,A,IL17A,-1
POU2F1,A,IL17A,1
HAND2,A,IL17A,1
TP63,A,IL17A,1
KLF9,A,ROS1,1
KLF9,A,TXNRD2,1
VDR,A,TNFSF11,-1
ARNT,A,CDKN2B,1
SSRP1,A,ZFAND2A,1
HSF2,A,ZFAND2A,-1
MLXIP,A,SOCS5,1
STAT3,A,SOCS5,1
TFCP2,A,SOCS5,1
MLXIP,A,MIR638,1
MLXIP,A,SP2,1
SP2,A,CCND1,1
SP2,A,MIR638,-1
CREB3L1,A,AVP,1
SMAD4,A,EGFR,-1
MYC,A,DVL2,1
JUN,A,SMURF1,1
SMAD1,A,EGF,1
PPARA,A,MIR145,1
