source,confidence,target,sign
SOX10,A,GJB1,-1
PPARA,A,MLYCD,1
HSF1,A,FLT1,1
HSF1,A,DYNAP,1
ZBTB14,A,PDIA6,-1
HR,A,ABL1,1
SALL2,A,ABL1,1
SALL2,A,LARGE1,1
SALL2,A,T,1
FOXO1,A,IGF1R,1
FOS,A,JUN,1
ATOH1,A,PCSK6,1
NEUROD6,A,PCSK6,1
NEUROG1,A,PCSK6,1
NEUROG2,A,PCSK6,1
NEUROG3,A,PCSK6,1
TCF3,A,PCSK6,1
MAFK,A,IL2,1
EGR1,A,CAMK4,1
SP1,A,CAMK4,1
SP1,A,TLR2,1
RELA,A,TLR2,1
SMAD3,A,DAP,1
SMAD4,A,DAP,1
SP1,A,AGA,1
AP1,A,KNG1,1
NFIA,A,CYP2A6,1
MITF,A,TPSG1,1
JUN,A,MITF,1
NFIA,A,NR1H3,1
HNF4A,A,NOS2,1
RBPJ,A,HEY2,1
NR1H3,A,TNF,1
AP1,A,TGFBR2,1
AP1,A,INTU,1
AP1,A,RHOB,1
SP1,A,CHRNB4,1
AHR,A,AHRR,1
AHRR,A,AHR,1
AHRR,A,AHRR,1
SP3,A,CTSL,1
CDX1,A,PCNA,1
CDX2,A,PCNA,1
KAT7,A,NFY,1
HIF1A,A,PFKFB3,1
SP1,A,CD8A,1
EGR1,A,FASLG,1
CEBPG,A,IL5,1
CEBPB,A,IL5,1
AR,A,PLAU,-1
AR,A,PCSK1,1
NFKBIA,A,RXFP2,1
POU3F1,A,DHH,-1
EGR2,A,MPZ,1
HOXA10,A,HOXA10,1
MAF,A,CRYBB2,1
MAF,A,NPRL3,1
MAF,A,BDKRB2,1
NCOA1,A,SGCG,1
NCOA2,A,CREBBP,1
NCOA2,A,SGCG,1
NCOA3,A,MSH6,1
NCOA3,A,SGCG,1
HBP1,A,BAX,-1
HBP1,A,TP73,-1
HMGB2,A,BAX,1
HMGB2,A,TP73,1
HMGB2,A,CDKN1A,1
HMGB2,A,MDM2,1
NR5A1,A,NGF,1
NFKB,A,CCL20,1
RELA,A,CCL20,1
KLF2,A,VAV1,1
EPAS1,A,EPAS1,1
MYOD1,A,CNTN2,1
PBX1,A,AKT1,1
PBX1,A,PIK3R1,1
SPI1,A,SNCA,1
PATZ1,A,TPSB2,-1
SP1,A,CD40,1
PURB,A,CFC1,-1
PURB,A,MCAT,-1
YBX1,A,CFC1,1
YBX1,A,MCAT,1
IRF1,A,KAT2B,1
HNF4A,A,CYP2D6,1
CEBPA,A,CSF3R,1
NFKB,A,RELB,1
RELB,A,CDKN1A,1
CREM,A,FASLG,-1
GABPA,A,UTRN,1
HLTF,A,HBB,1
REL,A,BCL2L1,1
STAT5A,A,PI3,1
SP1,A,FGFR1,1
SP3,A,FGFR1,-1
PAX3,A,FGFR1,1
SMARCA1,A,MCM7,1
CREB1,A,PAH,1
HNF1A,A,PAH,1
FOXA2,A,SHH,1
HNF1B,A,SHH,1
HNF1B,A,TTR,1
DLX2,A,DLX2,1
MSX2,A,DLX2,-1
PITX2,A,DLX2,1
PITX2,A,TKT,1
ETS1,A,NOS2,1
SPI1,A,NOS2,1
NCOA3,A,ESR1,1
SP1,A,CASP3,1
PAX6,A,KRAS,-1
PAX6,A,TG,-1
SSRP1,A,KRAS,1
SSRP1,A,RHOA,1
SSRP1,A,TG,1
STAT5A,A,PTPN2,1
FOXM1,A,GCG,1
IRF1,A,HLA-E,1
FOXO4,A,BCL6,1
REST,A,BDNF,-1
TP53,A,TRRAP,1
SP3,A,AGTR1,-1
SP1,A,HPSE,1
ZNF398,A,ZNF354C,-1
ESR1,A,ZNF398,1
NFKB2,A,ZNF398,1
ZNF398,A,ZNF398,-1
MYB,A,SUMO1,1
PREB,A,RAG2,1
STAT5B,A,CDKN1A,1
NFKB,A,DEFB4A,1
AP1,A,STXBP1,1
EGR1,A,PTEN,1
T,A,BGLAP,1
HAND2,A,IL2,1
POU2F1,A,IL2,1
POU2F2,A,IL2,1
POU2F1,A,IL4,1
POU2F2,A,IL4,1
ESR1,A,PSEN2,1
ESR2,A,PSEN2,1
TP53,A,LCK,1
TCF3,A,BCL2,1
AHR,A,BRCA1,-1
SIM1,A,EPO,1
SIM2,A,EPO,1
NEUROD6,A,NGF,1
NEUROD6,A,CDKN1A,1
ETS1,A,NR2F1,1
RARB,A,CDKN2A,1
RARB,A,CDKN2B,1
NFATC2,A,NFATC1,1
YBX1,A,TAF7,1
STAT3,A,SFTPB,1
DLX3,A,BMP2,1
SP1,A,ICAM1,1
SP1,A,IL1B,1
SMAD3,A,IL5,1
GABPA,A,AURKA,1
TP53,A,KLK3,-1
PLAG1,A,TP53,1
MITF,A,ACP5,1
ATF3,A,MMP2,-1
TP53,A,MMP2,1
PPARA,A,FADS2,1
SREBF1,A,FADS2,1
PPARA,A,OLR1,1
PPARG,A,OLR1,1
ARNTL2,A,TSPOAP1,1
EGR1,A,MYH10,1
ESR1,A,NME1,1
ATF1,A,NPC1,1
ARNTL,A,CRY2,1
CLOCK,A,CRY1,1
CLOCK,A,CRY2,1
CLOCK,A,PER2,1
IKZF1,A,LNPEP,1
RELA,A,PTEN,1
MYC,A,INS,1
MYC,A,PPBP,1
MYC,A,SGCG,1
CEBPB,A,HSF1,1
HSF1,A,HSF1,1
SMAD3,A,LAMC1,1
TFE3,A,LAMC1,1
SP1,A,APOC3,1
SP1,A,CDKN2B,1
TBPL1,A,PAM,1
AHR,A,SMARCA4,1
ARNT,A,SMARCA4,1
PAX3,A,MSX2,-1
TP53,A,SPP1,1
TWIST2,A,TWIST2,-1
MEF2A,A,TWIST2,1
HES1,A,CDKN1A,-1
TCF12,A,APEX1,1
FOXM1,A,HNF1A,1
HNF4A,A,ALDH2,1
TP53,A,CD58,1
TP53,A,CD59,1
IKZF1,A,VIPR1,-1
SHOX,A,SSR1,1
SP1,A,BSG,1
SP3,A,BSG,1
SPI1,A,BSG,1
NKX2-1,A,APRT,1
HIVEP1,A,IRF1,1
HIVEP1,A,TP53,1
MITF,A,CDH1,1
TFE3,A,ACP5,1
TFEC,A,ACP5,1
TFEC,A,CD40,1
TFE3,A,CD40,1
HNF4A,A,TP53,1
TP53,A,HNF4A,-1
TFAP2A,A,NPPA,1
RARB,A,PTGS2,-1
IRF8,A,DAB2,1
IRF8,A,SPI1,1
SPI1,A,DAB2,1
TCF3,A,OPRD1,1
IKZF1,A,OPRD1,1
HIF1A,A,GLB1,1
CEBPB,A,RPS6KA1,1
PDX1,A,GCK,1
SP1,A,NF2,1
ETS1,A,MMP1,1
SP3,A,FBLN1,-1
SP1,A,FBLN1,1
TFAP2A,A,FBLN1,1
CREB1,A,NR4A3,1
EGR1,A,EGFR,1
SPI1,A,TNF,1
CARF,A,BDNF,1
NR0B2,A,TNF,-1
EGR1,A,NOS1,1
SPI1,A,NUP214,1
SPI1,A,RB1,1
TFAP2A,A,CD44,1
TFAP2A,A,NUP214,1
TFAP2A,A,RB1,1
SPI1,A,VAV1,1
SP1,A,ABCA1,1
HNF1A,A,ABCA1,1
USF1,A,APOC3,1
SP1,A,NGFR,-1
MYC,A,ACTL6A,1
RARA,A,FGFR1,1
RARA,A,RARA,1
ZNF32,A,CLN3,1
ID1,A,GHRHR,-1
ESR1,A,CYR61,1
SP1,A,SLC9A3,1
MAF,A,CRYGD,1
MAFB,A,CRYGD,1
MAFB,A,MAF,1
FOS,A,CRYGD,1
JUN,A,CRYGD,1
MAF,A,SGSM3,1
KAT7,A,IL4,1
SP1,A,IER3,1
TP53,A,IER3,1
SOX17,A,IER3,1
TFAP4,A,IER3,1
NR2C2,A,ESR1,1
NR2C2,A,PSEN2,1
TFCP2,A,MT1A,1
AHR,A,GCG,1
SP1,A,ABCC3,1
IRF7,A,IFNB1,1
RLF,A,MYL2,1
RLF,A,NPPA,1
HESX1,A,NPPA,1
HESX1,A,RLF,1
TOX,A,CYP27A1,1
NR2C1,A,CYP19A1,-1
CREB1,A,CYP19A1,1
NR2F1,A,CYP19A1,-1
NR2F6,A,CYP19A1,-1
SP3,A,HSD11B2,-1
ESR1,A,EGLN2,1
STAT3,A,BCL2L1,1
ESR1,A,FBLN1,1
DNMT1,A,FBLN1,-1
ESR2,A,FBLN1,1
SMARCA1,A,CD44,-1
TP53,A,SIAH1,1
IRF2,A,USP18,1
IRF3,A,USP18,1
HES1,A,GAA,-1
SP1,A,TYMS,1
SP1,A,ABO,1
STAT3,A,HBG1,-1
E2F1,A,MCL1,-1
TP53,A,MCL1,-1
TFAP2C,A,ERBB3,1
ESR2,A,ERBB3,1
TFAP2D,A,ERBB3,1
NFKBIA,A,CCL5,-1
HIF1A,A,AFP,1
MYC,A,AFP,1
NFKB,A,PUF60,1
KAT6B,A,SPP1,1
PPARA,A,HLA-E,1
PPARG,A,HLA-E,1
NR5A1,A,HP,1
NR5A1,A,RLF,1
RLF,A,RLF,1
NR0B1,A,RLF,-1
RLF,A,SF1,1
YY1,A,STAR,-1
USF1,A,ABCA1,1
USF2,A,ABCA1,1
YY1,A,MSX2,1
BHLHE23,A,INS,1
GATA4,A,LGALS4,1
GATA4,A,LIPH,1
STAT3,A,ECE1,1
SPIB,A,CREBBP,1
CREB1,A,CYP11A1,1
SALL3,A,CYP11A1,1
ZGPAT,A,CYP11A1,-1
HNF4A,A,G6PC,1
TP53,A,CTSD,1
MBD2,A,MECP2,1
TFCP2,A,ABCB1,1
TFCP2,A,MECP2,1
PAX6,A,HES5,-1
PAX6,A,NOTCH2,-1
PAX6,A,NOTCH3,-1
RBPJ,A,HES5,1
HSF1,A,HSPA7,1
CEBPB,A,CSF1R,1
HSF1,A,CSF1R,1
SP1,A,CYP27A1,1
HNF4A,A,CYP27A1,1
SP3,A,CYP27A1,1
PPARA,A,CD36,1
SP1,A,ASNS,1
SP3,A,ASNS,-1
NCOR2,A,SPEN,-1
PPARG,A,MMP1,-1
SPI1,A,IL7R,1
CREB1,A,CREB1,1
SP1,A,CREB1,1
EGR1,A,DMRT1,1
SP1,A,DMRT1,1
SP3,A,DMRT1,-1
SPI1,A,PTCRA,1
TP53,A,TAC1,1
PPARG,A,GK,1
RXRA,A,GK,1
SP1,A,UBC,1
ARNTL,A,CSNK1E,1
NR1H2,A,NR1H3,1
MXI1,A,CCNB1,-1
HR,A,ASAH1,1
HR,A,MYOG,1
HR,A,PRKCG,1
STAT1,A,IRF7,1
NFIC,A,CSN1S2AP,1
NFIC,A,CEL,1
SSRP1,A,CEL,1
SMAD2,A,SERPINE1,1
BHLHE40,A,PPARG,-1
HIF1A,A,PPARG,1
RUNX2,A,TNFSF11,1
E2F1,A,FSHR,1
E2F4,A,FSHR,1
E2F5,A,FSHR,1
E2F2,A,CDKN2A,1
E2F3,A,CDKN2A,1
NR4A2,A,CD44,1
TFCP2,A,CD79A,1
ELF1,A,CD247,1
CREB1,A,NR4A2,1
NFKB1,A,NR4A2,1
RELA,A,NR4A2,1
NFKB,A,NR4A2,1
NR4A2,A,NR4A2,1
RELA,A,HES1,1
NCOR1,A,HES1,-1
NCOR1,A,RELA,-1
RELA,A,NCOR1,1
AR,A,CD82,1
AR,A,CHRM5,1
RBPJ,A,CD40,1
RBPJ,A,TRAF2,1
AP1,A,CD40,1
IRF1,A,CCL2,1
SP1,A,GJA5,1
FOXD3,A,SPP1,1
POU5F1,A,SPP1,1
FOXD3,A,FOXA1,1
FOXD3,A,FOXA2,1
POU5F1,A,FOXA1,-1
POU5F1,A,FOXA2,-1
ZEB1,A,IL2,-1
GATA3,A,DYNAP,1
ESR1,A,LIPC,1
ESR1,A,ASS1,1
ESR1,A,IGKV2D-24,1
AP1,A,HES1,-1
SPI1,A,CD44,1
PLAGL1,A,APAF1,1
E2F4,A,MCL1,-1
FOSL1,A,FN1,1
EWSR1,A,IGF1R,-1
NR1H3,A,ABCG5,1
ATF2,A,PTGS2,1
CEBPA,A,RETN,1
AP1,A,OPRM1,1
NR1I2,A,SLCO1B1,1
JUN,A,FTH1,1
JUNB,A,NGF,1
JUND,A,NGF,1
HMGA1,A,GSTM1,1
SREBF1,A,ACACA,1
CREB1,A,IFNG,1
AP1,A,GC,1
KLF5,A,GC,1
SP3,A,GC,-1
MAX,A,MYCT1,-1
MYC,A,MYCT1,1
SP1,A,MET,1
NFATC1,A,TNF,1
LMX1A,A,SST,1
FOS,A,STAR,1
AP1,A,IGHE,1
SNAI2,A,CDH1,-1
ZNF91,A,CDH1,-1
FOXA2,A,WNT7B,1
GATA6,A,WNT7B,1
TTF1,A,WNT7B,1
ONECUT1,A,SLC2A2,1
PPARA,A,RBP2,1
HNF4A,A,HSPB3,1
HNF4A,A,ZNHIT3,1
THRA,A,ZNHIT3,1
AP1,A,LPL,1
FOS,A,LPL,1
ATF3,A,PCK1,-1
ESR1,A,IL2,1
VDR,A,KRT14,1
WT1,A,CCNE1,-1
BCL6,A,CCNA2,-1
SSRP1,A,CDKN1B,1
STAT3,A,MMP7,1
TP53,A,SEMA3B,1
REL,A,OSTM1,1
STAT6,A,OSTM1,1
HOXA5,A,SLC6A2,1
PHOX2A,A,SLC6A2,1
CUX1,A,DBH,-1
NCOA2,A,NCOA2,1
NCOA2,A,PRKACA,1
NCOA3,A,PRKACA,1
KAT7,A,AGT,1
SPI1,A,F12,1
NR5A2,A,CYP19A1,1
NR1H4,A,APOA1,1
SP1,A,PAPSS2,1
SP2,A,PAPSS2,-1
SP3,A,PAPSS2,-1
TCF3,A,CYP11B1,1
PPARG,A,CCL5,-1
NKX3-1,A,ACHE,-1
AP1,A,IL1RN,1
HR,A,ADAMTS7,1
HR,A,TIMP1,1
SSRP1,A,ADAMTS7,1
SSRP1,A,PTGS2,1
SSRP1,A,TIMP1,1
NR3C1,A,SLC14A2,1
SP1,A,AEBP1,1
SP3,A,AEBP1,-1
ONECUT1,A,HNF1B,1
CDX1,A,CLDN2,1
CDX2,A,CLDN2,1
HNF1A,A,CLDN2,1
LEF1,A,NOS2,1
GLI3,A,ITGAX,1
SP1,A,ITGAX,1
TP53,A,XRCC5,1
POU2F2,A,CD36,1
USF1,A,LAMA3,1
HNF4A,A,AXIN2,1
NFE2L2,A,NFE2L2,1
HES1,A,NOTCH1,-1
TFAP2C,A,ADA,1
FOXC2,A,AKT1,1
FOXC2,A,PRKAR1A,1
FOXD1,A,PRKAR1A,1
PAX3,A,ALDH7A1,1
SP3,A,ALDH7A1,-1
MYOD1,A,AKT2,1
MEF2A,A,AKT2,1
MYOG,A,AKT2,1
MEF2A,A,MYOD1,1
MYOD1,A,MEF2A,1
PPARA,A,DDIT3,1
JUN,A,FOS,1
HLF,A,HLA-E,1
TOX,A,CRP,1
KLF9,A,MAPK8,1
KLF9,A,AXL,1
KLF9,A,CDKN1A,1
KLF9,A,IGFBP2,1
SP1,A,AXL,1
SP1,A,IGFBP2,1
POU3F2,A,NAIP,1
SP1,A,NDUFS8,1
YY1,A,NDUFS8,1
USF1,A,GCGR,1
USF2,A,GCGR,1
SP1,A,EIF2AK1,1
TP53,A,CD74,1
NFE2,A,TBXAS1,1
JUN,A,EGR1,1
EGR1,A,MAOB,1
JUN,A,MAOB,1
TP73,A,NCOA4,1
TP53,A,NCOA4,1
IRF4,A,IL4,1
MAF,A,IL4,1
AP1,A,AP3B1,1
SPI1,A,SETDB1,1
NR4A3,A,TNFSF8,1
TGIF2LX,A,LBX1,1
NR3C1,A,VLDLR,1
ATF4,A,ASNS,1
ATF4,A,ATF4,1
ATF4,A,ACOT11,1
MBD2,A,HPGDS,1
MBD2,A,GSTP1,-1
FOS,A,IFNB1,1
TP53,A,RELA,1
VDR,A,EGFR,-1
VDR,A,DYNAP,1
USF2,A,PTGS2,1
SP1,A,SERPINA1,1
ELF2,A,ANGPT1,1
ELF2,A,ANGPT2,1
PITX2,A,RGS2,1
TFAP2A,A,CRYAA,1
CUX1,A,CDKN1B,-1
ETS1,A,FASLG,1
IRF1,A,CTSS,1
IRF2,A,CTSS,1
GATA3,A,IFNG,1
GATA3,A,IL12RB1,1
MAF,A,IFNG,1
MAF,A,IL12RB1,1
SPI1,A,FCGRT,1
TBP,A,GTF2B,1
TBP,A,PAM,1
TBPL2,A,PAM,1
TP63,A,VEGFA,1
TP53,A,DDB2,1
NFKB,A,PRKCQ,1
MYBL2,A,IGFBP5,1
MYB,A,IGFBP5,1
EGR1,A,MTPN,1
JUN,A,MTPN,1
PPARG,A,MYC,-1
ENO1,A,BCL2L1,-1
ENO1,A,CASP3,-1
ESR1,A,CYP19A1,1
NR2F2,A,CYP19A1,1
RARG,A,CYP19A1,1
NR2F6,A,EEF1A2,-1
TP53,A,IRF5,1
NR5A1,A,HSPA4,1
AP1,A,MMP11,1
JUN,A,MMP11,1
SP1,A,SCARF1,1
ZNF444,A,SCARF1,1
NFKB,A,F3,1
CREB1,A,RRM2,1
NFKB,A,RRM2,1
POU2F1,A,RRM2,1
SP1,A,RRM2,1
TFAP2A,A,RRM2,1
NR4A1,A,RARB,1
PPARA,A,VEGFA,1
NR2F2,A,HNF4A,-1
HNF4A,A,PPARA,1
PPARA,A,NFKBIA,1
NFKB,A,MED1,1
IKZF1,A,FGFR4,1
SP1,A,FGFR4,1
NEUROG3,A,ABCC8,1
NEUROD1,A,ABCC8,1
NEUROD1,A,DLD,1
NEUROG3,A,DLD,1
NFKB,A,CD69,1
NFKBID,A,CD69,1
JUN,A,CIITA,1
SRF,A,CALCA,1
ESR2,A,CCND1,1
SP1,A,LBX1,1
CREM,A,CREBBP,-1
CREB1,A,CREM,1
CREM,A,CREB1,-1
CREB1,A,TAGLN,1
E2F1,A,TP73,1
SMAD2,A,CTGF,1
ETS1,A,FLI1,1
NFIC,A,CLU,1
NFIC,A,HSPA9,1
TFAP2A,A,TNF,1
IRF3,A,CXCL14,1
IRF3,A,IFIT1,1
RELB,A,BCL2L1,1
GATA4,A,MYH6,1
HAND2,A,MYH6,1
HAND2,A,NPPA,1
HNF4A,A,OTC,1
AR,A,KAT5,1
KAT5,A,AR,1
KAT5,A,KLK3,1
PLAG1,A,AR,1
CEBPB,A,CYP19A1,-1
CEBPB,A,CYP2B6,1
CEBPG,A,CYP2B6,1
CEBPA,A,CYP19A1,1
CEBPD,A,CYP19A1,-1
EBF1,A,PREB,1
EBF1,A,VPREB1,1
NEUROD1,A,VPREB1,1
TCF3,A,VPREB1,-1
TCF3,A,CD79A,1
TCF3,A,CD79B,1
HSF1,A,SERPINH1,1
PPARG,A,VEGFA,1
PITX2,A,IL6,1
CDX1,A,CDX1,1
CDX2,A,CDX1,-1
LBX1,A,CDX1,1
NFE2L2,A,COX17,1
NRF1,A,COX17,1
SP1,A,COX17,1
NCOR1,A,MYBL2,-1
ID1,A,PIK3R1,-1
CEBPG,A,CPB2,1
CEBPA,A,CPB2,1
USF1,A,HBB,1
SP1,A,ADH5,1
ZBTB7A,A,ADH5,-1
NFKB1,A,IFNB1,1
RELA,A,IFNB1,1
POU2F1,A,CDC6,1
ETV3,A,KRAS,-1
NKRF,A,GCLM,-1
YBX1,A,MMP2,1
GATA5,A,LCT,1
FOXO3,A,TGFBR2,1
EGR1,A,PPARG,1
ESR1,A,PRDX3,1
MYC,A,PRDX3,1
PPARA,A,DBI,1
PPARG,A,DBI,1
RXRA,A,DBI,1
TBP,A,BRF2,1
TBP,A,GSTM1,1
MEF2A,A,MYH14,1
MEF2A,A,SGCG,1
CEBPD,A,FASLG,1
TBP,A,ILK,1
TBP,A,TAF10,1
EGR1,A,LHCGR,1
SP3,A,HP,-1
LMX1A,A,GH1,1
NR1D1,A,APOC3,-1
NR1I3,A,APOC3,1
IRF1,A,TAT,1
AP1,A,PSEN2,1
NR3C1,A,PNMT,1
TFAP2A,A,PNMT,1
SMAD7,A,ACVR1B,1
NFIL3,A,IL3,-1
GATA1,A,NFIL3,1
TBX2,A,NPPA,1
TFAP2A,A,CD5,1
NFKBIA,A,CCL20,1
NFKBID,A,TNF,1
IRF4,A,IL15,1
YY1,A,TAGLN,-1
NFE2L2,A,HPGDS,1
NFE2L2,A,SERPINA1,1
AR,A,GSTP1,1
NFE2L2,A,GSTP1,1
ZNF384,A,BGLAP,1
RERE,A,ARG1,-1
ZNF250,A,COL11A2,-1
ZNF263,A,COL11A2,-1
ARNT,A,SRC,1
RELA,A,IL2,1
GATA3,A,IL7R,1
GATA3,A,RAG1,1
GATA3,A,SPI1,1
SPI1,A,RAG2,1
FOXO3,A,INS,1
FOXO3,A,HMGCS2,1
HMX1,A,ONECUT1,-1
ONECUT1,A,ONECUT1,1
TFDP1,A,CDC16,1
LEF1,A,DCT,1
TFE3,A,DCT,1
CREB1,A,PER1,1
CEBPG,A,ZFPM1,-1
SPI1,A,ZFPM1,1
CEBPA,A,CEBPE,1
CEBPA,A,SPI1,1
CEBPE,A,SPI1,-1
RARA,A,CEBPE,1
RARA,A,SPI1,1
SPI1,A,CEBPE,1
SPI1,A,RARA,1
NFKBIA,A,BCL2,1
SP1,A,BCL2,1
ETS1,A,MMP3,1
KLF4,A,LAMC1,1
SP1,A,LAMC1,1
THRA,A,CD40,1
THRA,A,SRA1,1
THRA,A,SRC,1
KLF13,A,CYP1A1,-1
KLF16,A,CYP1A1,-1
KLF9,A,CYP1A1,1
AP1,A,GLRX,1
NFKB1,A,CXCL8,1
APEX1,A,OSGEP,1
LEF1,A,EDA,1
ETS1,A,MMP2,1
PITX3,A,TNFAIP6,1
MYOG,A,AVP,1
TCF12,A,TERT,1
USF1,A,TERT,1
ESR1,A,OXT,-1
NFX1,A,HLA-E,-1
FOXO3,A,GADD45A,1
FOXO4,A,GADD45A,1
SPI1,A,GADD45A,1
HNF4A,A,PKD1,1
MITF,A,PLA2G2A,1
SREBF1,A,CEBPB,1
ETS1,A,CYP24A1,1
ATF2,A,NOS2,1
HOXA11,A,HOXA11,1
AHR,A,ALB,1
HNF4A,A,ALB,1
AHR,A,GSTM1,1
SP1,A,GC,1
PAX6,A,PDX1,-1
PRDM1,A,PAX5,-1
JDP2,A,JUN,-1
ETV1,A,MMP3,1
ETV1,A,PLAU,1
MEF2D,A,JUN,1
AP1,A,ODC1,1
SP1,A,PLA2G16,1
SP3,A,PLA2G16,-1
CEBPA,A,NR1H3,1
CEBPB,A,NR1H3,1
NFKB,A,ELN,-1
SP1,A,ELN,1
SP3,A,ELN,-1
SP3,A,NFASC,-1
RELA,A,ELN,-1
PPARA,A,SLC10A2,1
DNMT1,A,SLC10A2,-1
HNF1A,A,SLC10A2,1
NFKB,A,BCR,1
NR1H4,A,SLCO1B3,1
STAT3,A,NOS2,1
ATF4,A,TNF,1
FOS,A,TNF,1
ELF4,A,MYOG,1
NR0B2,A,CSN2,-1
GATA4,A,SI,1
HOXD11,A,ITGA8,1
ZNF384,A,TNF,1
SP1,A,PNOC,1
TFAP2A,A,CRH,1
CREB1,A,CRH,1
HESX1,A,CGA,-1
HESX1,A,LHB,1
AR,A,PTEN,1
AR,A,AKT1,1
AR,A,PIK3R1,1
E2F3,A,E2F1,1
JUN,A,GJA1,1
FOS,A,GJA1,1
SMAD5,A,BMP4,1
HNF1A,A,UGT2B15,1
PBX2,A,UGT2B17,-1
TP53,A,CACYBP,1
SP1,A,KDR,-1
AR,A,RARA,1
NR5A2,A,HNF4A,1
CEBPG,A,DDIT3,1
JUN,A,DDIT3,1
SUPT20H,A,CGRRF1,1
EMX2,A,EMX2,1
EMX2,A,WNT2,1
STAT6,A,FCER2,1
SP1,A,DNMT1,1
SP3,A,DNMT1,1
NCOR1,A,CYP3A4,-1
NCOR2,A,CYP3A4,-1
JUN,A,SNCG,1
SIX3,A,PAX6,1
CEBPA,A,HP,1
SP1,A,PPP2CA,1
E2F1,A,CDKN2C,1
SP1,A,CDKN2C,1
SP1,A,UBE2I,1
SP1,A,MUC5AC,1
ZC3H8,A,GATA3,-1
TCF3,A,EBF1,1
NR5A1,A,RARA,1
MAX,A,YBX1,1
MYC,A,YBX1,1
TP73,A,YBX1,1
NCOR1,A,UIMC1,-1
NR6A1,A,UIMC1,1
MYC,A,MAP2K1,1
MYC,A,TNF,1
REL,A,SOD2,1
TP53,A,SLC25A5,1
TP53,A,TNFRSF11A,1
MAF,A,CRYAA,1
MAFB,A,CRYAA,1
AR,A,NR0B1,1
GTF2I,A,DYNAP,1
TP73,A,PSRC1,1
TP53,A,PSRC1,1
ATF4,A,ERBB2,1
DDIT3,A,CSN2,1
AP1,A,HLA-DRB1,1
SREBF2,A,SQLE,1
SMAD5,A,BMP2,1
USF1,A,PRKAR2B,1
USF2,A,PRKAR2B,1
CEBPB,A,PRKAR2B,1
CEBPG,A,PRKAR2B,1
MITF,A,BCL2,1
KLF4,A,ID3,-1
ID3,A,MAPK1,-1
MLXIPL,A,PKLR,1
USF2,A,PKLR,1
KLF4,A,KLF4,1
KLF5,A,KLF4,-1
ZBTB33,A,CTNND1,-1
ZBTB33,A,MMP7,-1
ZNF263,A,NT5E,-1
ETV2,A,MMP1,1
SP1,A,MLIP,1
PGR,A,PGR,1
ZEB1,A,SERPINB5,1
TP53,A,CASP6,1
NCOR1,A,NCOA3,-1
NCOR1,A,NCOR1,-1
TBX15,A,IGF1R,1
THRA,A,TRH,1
MYC,A,MINA,1
MITF,A,GSK3B,1
NR2C1,A,ESR1,-1
AP1,A,GSS,1
AP1,A,APC,1
JUN,A,APC,1
SHOX,A,MMP14,1
SP1,A,MMP14,1
KLF13,A,CCL5,1
T,A,DAB1,1
TCF3,A,APOE,1
CEBPA,A,NPR1,1
FOXA2,A,NPR1,1
GATA1,A,NPR1,1
IKZF1,A,NPR1,-1
NKX2-5,A,NPR1,1
SRY,A,NPR1,1
USF1,A,NPR1,1
IRF1,A,TAPBP,1
MAX,A,PAX3,-1
MYC,A,PAX3,1
MYCN,A,PAX3,1
MYB,A,ACOT11,1
MYB,A,AR,1
KLF15,A,SLC2A4,1
BCL6,A,IL5,1
SMAD4,A,APP,1
EPAS1,A,ADM,1
JUN,A,MT-ND1,1
JUN,A,NCAM1,1
JDP2,A,CREBBP,-1
CUX1,A,SI,-1
TP53,A,TP73,1
DNMT1,A,MBD3,-1
DNMT3A,A,MBD3,-1
DNMT3A,A,MBD4,-1
DNMT3B,A,MBD3,1
DNMT3B,A,MBD4,1
MBD1,A,ACTB,1
MBD1,A,MBD4,1
MBD2,A,PCNA,1
DNMT1,A,MBP,-1
DNMT1,A,PCNA,-1
MYC,A,MYOD1,1
MYC,A,MYOG,1
SP1,A,PRKCB,1
IRF1,A,MMP9,1
TCF3,A,ABCC3,1
TCF3,A,AQP1,1
TCF3,A,SLC10A1,1
JUN,A,SLC10A1,1
AP1,A,RHOA,1
EGR1,A,APOA1,1
FOXA2,A,APOA1,1
CREB1,A,CPT1A,1
HNF4A,A,CPT1A,1
E2F1,A,PPARG,1
E2F4,A,PPARG,-1
MYC,A,MT-ND1,1
ZBTB17,A,MT-ND1,1
MYC,A,FTH1,1
MYC,A,SLC11A1,1
ZBTB17,A,SLC11A1,1
ZNF91,A,SLC11A1,-1
ARNT,A,SERPINE1,1
AHR,A,SERPINE1,1
FOXN1,A,AR,1
FOXN1,A,KLK3,1
STAT3,A,KLK3,1
ETV1,A,ERBB2,1
KLF5,A,PLAT,1
NR4A2,A,CRH,1
ATF2,A,NR4A2,1
TCF3,A,DYNAP,1
NR1I3,A,UGT1A1,1
NFKBIA,A,CCL2,1
CEBPG,A,IL6,-1
CREB1,A,CARTPT,1
PPARA,A,SLC27A1,1
ETS1,A,ATP2A3,1
OLIG1,A,SHH,1
OLIG2,A,SHH,1
JUNB,A,CCNA2,1
ERF,A,PRL,-1
ARNTL,A,TTF1,1
CLOCK,A,TTF1,1
TTF1,A,ADCYAP1,1
HOXB7,A,CDX1,1
SPI1,A,FCGR1A,1
TBP,A,FCGR1A,1
WT1,A,SF1,1
PITX2,A,GH1,1
PITX2,A,POU1F1,1
